epoch,train_loss,val_sharpe,val_mean_a,val_vol_a,val_util_a,val_risk_m,val_max_w_med,val_n_eff_med,val_ic_med,val_mu_std_med,val_select_score,val_select_key
1,-2.275922431832268,0.8430659580473213,0.2098376468056813,0.24889825618253705,-0.3088607066310942,0.004322486278639796,0.06450197473168373,22.014126379052566,-0.01303539822725569,0.29990848898887634,0.8430659580473213,sharpe_a
2,-2.1292992383241653,0.8740099826265549,0.21562040862627327,0.24670245524819032,-0.2993350863922387,0.004291295791820933,0.06407756358385086,21.952516690990144,0.03525293964416213,0.3202715218067169,0.8740099826265549,sharpe_a
3,-2.1588863219533647,0.866560172493595,0.21340684429742396,0.24626892750270582,-0.3010403758380562,0.004287060167795668,0.06499065831303596,21.987009906007316,0.0105501616200336,0.30253279209136963,0.866560172493595,sharpe_a
4,-2.1254829565684,0.867219985608304,0.21446268691215664,0.24729905960464738,-0.29792513069696724,0.004269898480076032,0.06410271674394608,21.926025630436058,0.021423244734224904,0.3190616965293884,0.867219985608304,sharpe_a
5,-2.16021261044911,0.8621766534846951,0.21320382033009083,0.2472855411562282,-0.302304250607267,0.004295900591144649,0.06519515812397003,21.979750925984362,0.004038504097219467,0.29815423488616943,0.8621766534846951,sharpe_a
6,-2.118678409395562,0.8498472128140387,0.21060433087404817,0.2478143455643505,-0.30558489251416177,0.004301576861568416,0.0639737956225872,21.99544985241933,0.02671868418932551,0.4079165905714035,0.8498472128140387,sharpe_a
7,-2.0159474327450706,0.8672991004659022,0.2151941650314257,0.2481198987926527,-0.30071566367987546,0.0042992485725941755,0.06431601569056511,21.98601033970041,0.007748334840358613,0.30366645753383636,0.8672991004659022,sharpe_a
8,-2.0404437673943385,0.8729764988751867,0.21551801525056363,0.24687722467601525,-0.2978971731616184,0.0042784599034348504,0.06464649736881256,21.98254209933053,0.017146156184966278,0.29281577467918396,0.8729764988751867,sharpe_a
9,-2.025676576864152,0.8732639611919941,0.21551511734724044,0.24679263879410734,-0.299443439161405,0.004291321304238712,0.06478072330355644,21.986834941103922,0.02752723550550904,0.3504214435815811,0.8732639611919941,sharpe_a
10,-2.2065586752834774,0.8752746099908257,0.21515471492893995,0.24581395652539245,-0.2973105181707069,0.004270543609163724,0.06469950079917908,21.954068567679982,0.030707530351401915,0.3420209735631943,0.8752746099908257,sharpe_a
11,-2.144172498158046,0.8779875974414248,0.21598804201930763,0.24600352288329372,-0.2961903861025348,0.0042681535676820205,0.06485958397388458,21.964228217866705,0.017285628836648095,0.3141339421272278,0.8779875974414248,sharpe_a
12,-2.072319815556208,0.8807362110083281,0.21698134441394357,0.24636360092955356,-0.29495190279558303,0.004266110393412722,0.06448524445295334,21.927450299518053,0.025419853194717637,0.3735865205526352,0.8807362110083281,sharpe_a
13,-2.1814945056324913,0.8831917066910742,0.21765021889004854,0.24643598580041443,-0.29464133989531544,0.0042690963232113665,0.06480152904987335,21.931831132151707,0.035089835565065654,0.36613360047340393,0.8831917066910742,sharpe_a
14,-2.1596683304579485,0.8760886124756839,0.21589291305281222,0.24642816945406681,-0.2966712462948635,0.004271367994563965,0.06439774855971336,21.89044374207746,0.022104009991598075,0.38759250938892365,0.8760886124756839,sharpe_a
15,-2.2193735979852223,0.8843505515488939,0.21814849586226048,0.2466764966441197,-0.2949852168327197,0.004276114272458168,0.06466259062290192,21.969838527102148,0.023036019113418783,0.30951760709285736,0.8843505515488939,sharpe_a
16,-2.3499070633025396,0.8954850385548445,0.2194141503656283,0.24502268705552993,-0.2904638319509104,0.004248983185971156,0.06495623663067818,21.87528932756151,0.039651602154222296,0.3426016569137573,0.8954850385548445,sharpe_a
17,-2.0895400104068576,0.8967009085613329,0.22085595631506294,0.2462983523330065,-0.2896448023384437,0.004254172988779222,0.06460091099143028,21.918559286828692,0.03070067354136357,0.34488093852996826,0.8967009085613329,sharpe_a
18,-2.1089160633938655,0.8949569876907064,0.21827646526508032,0.24389603999563478,-0.28935778052546085,0.004230285381587843,0.0650521032512188,21.805721043765907,0.023237774228420063,0.32317256927490234,0.8949569876907064,sharpe_a
