Date,AAPL,AGG,AMZN,BAC,BND,BNDX,CORN,CSCO,DBA,DBC,DIA,DIS,EEM,EFA,EMB,GLD,GOOGL,HD,HYG,IEF,IWM,JNJ,JPM,KO,LQD,MA,META,MSFT,MUB,NVDA,PALL,PFE,PG,QQQ,SHY,SLV,SPY,TLT,TSLA,UNG,USO,V,VNQ,WEAT,WMT,XOM
2020-01-01,74.93374633789062,100.24998474121094,100.43599700927734,28.991466522216797,74.29530334472656,49.62253189086914,14.420000076293945,39.070858001708984,14.308204650878906,13.113592147827148,256.4952392578125,136.62220764160156,37.763450622558594,58.43023681640625,91.61415100097656,149.3300018310547,71.38024139404297,202.2080535888672,67.06732940673828,102.61026000976562,150.51222229003906,128.55953979492188,113.96077728271484,50.015140533447266,110.54668426513672,306.7756652832031,201.14166259765625,162.49668884277344,102.72555541992188,5.886074066162109,216.0399932861328,28.05902099609375,109.48289489746094,212.4602508544922,77.21590423583984,16.81999969482422,298.2837829589844,127.94910430908203,43.371334075927734,57.47999954223633,86.72000122070312,191.74229431152344,77.80073547363281,5.71999979019165,35.406402587890625,48.30989074707031
2020-02-01,66.18167877197266,101.62276458740234,94.1875,25.1677303314209,75.37256622314453,49.915191650390625,13.760000228881836,34.18682861328125,13.942500114440918,12.241151809692383,231.301513671875,116.2143325805664,36.33756637573242,53.89297866821289,90.1448974609375,148.3800048828125,66.72062683105469,193.1126708984375,65.92566680908203,105.5075454711914,137.19834899902344,116.13274383544922,100.61145782470703,45.81010437011719,111.46583557128906,282.2068786621094,191.73757934570312,154.65011596679688,103.5328369140625,6.723562240600586,241.11000061035156,25.43800926208496,100.06742095947266,199.5906219482422,77.76930236816406,15.529999732971191,274.669921875,136.20138549804688,44.53266525268555,52.400001525878906,75.5999984741211,175.15740966796875,72.33405303955078,5.429999828338623,33.30038070678711,40.00419998168945
2020-03-01,61.71084213256836,101.09378814697266,97.48600006103516,18.74775505065918,74.30663299560547,48.46390151977539,12.960000038146973,33.656009674072266,12.863670349121094,10.118513107299805,199.74810791015625,95.42119598388672,30.607131958007812,46.29046630859375,76.64041900634766,148.0500030517578,57.88765335083008,165.51629638671875,59.30061340332031,109.45142364501953,107.31717681884766,113.9618911743164,78.01265716552734,37.89674377441406,104.42300415039062,234.86605834960938,166.16526794433594,150.9566650390625,100.43704986572266,6.566412448883057,222.19000244140625,24.84430503845215,97.21288299560547,184.65525817871094,78.74687194824219,13.050000190734863,238.9663543701172,144.91322326660156,34.93333435058594,50.20000076293945,33.68000030517578,155.49208068847656,57.85565185546875,5.800000190734863,35.13735580444336,29.95269012451172
2020-04-01,71.2990951538086,102.8211669921875,123.69999694824219,21.37354850769043,76.3393783569336,49.38003158569336,12.020000457763672,36.284446716308594,12.516250610351562,9.80371379852295,222.27084350585938,106.83026123046875,32.85805130004883,48.9833869934082,79.9608154296875,158.8000030517578,67.09178924560547,196.1805877685547,62.160465240478516,109.75367736816406,122.6504898071289,130.3961181640625,82.97779846191406,39.645957946777344,109.49739837646484,267.3502197265625,203.93099975585938,171.5360107421875,99.048583984375,7.280847072601318,184.67999267578125,29.198148727416992,104.16802978515625,212.7574920654297,78.98014068603516,13.979999542236328,270.8947448730469,146.6842498779297,52.12533187866211,53.63999938964844,19.1200008392334,172.477294921875,63.53268051147461,5.360000133514404,37.75605773925781,36.65791320800781
2020-05-01,77.15738677978516,103.52755737304688,122.11849975585938,21.435758590698242,76.86817169189453,49.588775634765625,12.180000305175781,41.33018493652344,12.488823890686035,10.595206260681152,232.51583862304688,115.86860656738281,33.83554458618164,51.64167022705078,85.01467895507812,162.91000366210938,71.41710662841797,221.74839782714844,64.0182113647461,110.12773132324219,130.73556518554688,129.27500915527344,85.19711303710938,40.32846450805664,112.19495391845703,293.0043640136719,224.2334442138672,175.40298461914062,102.78134155273438,8.843732833862305,182.22999572753906,29.068750381469727,103.1279067993164,226.80140686035156,78.94933319091797,16.65999984741211,283.8016357421875,144.12115478515625,55.66666793823242,45.279998779296875,25.8799991607666,188.42027282714844,64.6345443725586,5.349999904632568,38.53570556640625,35.86907958984375
2020-06-01,88.76895141601562,104.23037719726562,137.9409942626953,21.106931686401367,77.38922882080078,49.854026794433594,12.399999618530273,40.31032943725586,12.351683616638184,11.07190227508545,236.2502899169922,110.14926147460938,35.862274169921875,52.70670700073242,87.59821319580078,167.3699951171875,70.64640045166016,223.5600128173828,63.68906784057617,110.18042755126953,134.7639923095703,123.06531524658203,82.35166931152344,38.60059356689453,114.58643341064453,287.95037841796875,226.20591735839844,195.3379669189453,103.17279052734375,9.463757514953613,182.7899932861328,25.138025283813477,106.37513732910156,240.64117431640625,78.96929931640625,17.010000228881836,287.5691833496094,144.60797119140625,71.98733520507812,41.040000915527344,28.059999465942383,186.73471069335938,65.55278015136719,5.059999942779541,37.36992263793945,35.96144104003906
2020-07-01,103.4275131225586,105.61283874511719,158.23399353027344,22.265384674072266,78.52134704589844,50.32784652709961,11.720000267028809,40.70790481567383,12.964240074157715,11.638537406921387,242.8865509033203,115.51300048828125,39.04690933227539,54.49115753173828,90.99026489257812,185.42999267578125,74.12876892089844,238.34320068359375,66.89132690429688,111.1324234008789,139.16734313964844,127.55457305908203,84.61052703857422,41.18305206298828,118.15463256835938,300.4441223144531,252.7046661376953,196.77769470214844,104.66710662841797,10.581584930419922,197.4499969482422,29.58138084411621,116.6505355834961,258.7691650390625,79.05137634277344,22.649999618530273,305.84478759765625,151.03851318359375,95.38400268554688,41.040000915527344,29.06999969482422,184.05699157714844,68.6128921508789,5.409999847412109,40.37124252319336,33.8384895324707
2020-08-01,125.60030364990234,104.75930786132812,172.54800415039062,23.035005569458008,77.78626251220703,49.94502258300781,12.619999885559082,36.77762985229492,13.476226806640625,12.178191184997559,261.40460205078125,130.26080322265625,40.17438507080078,57.06423568725586,91.66146087646484,184.8300018310547,81.18221282958984,255.89419555664062,66.89041900634766,110.0643081665039,146.7886505126953,134.24908447265625,88.57341003417969,43.17942428588867,116.07352447509766,349.2685241699219,292.0842590332031,216.47373962402344,104.06468200683594,13.33271312713623,211.86000061035156,29.334877014160156,123.84149932861328,287.0907897949219,79.04318237304688,26.229999542236328,327.1917419433594,143.4249725341797,166.10667419433594,56.560001373291016,30.579999923706055,204.92776489257812,68.91638946533203,5.519999980926514,43.31953048706055,32.11762237548828
2020-09-01,112.92619323730469,104.66614532470703,157.43649291992188,21.55840492248535,77.71331024169922,50.37578582763672,13.109999656677246,34.31242370605469,13.476226806640625,11.746469497680664,255.72605895996094,122.56587219238281,39.768497467041016,55.89625549316406,89.75088500976562,177.1199951171875,73.01531219482422,249.31362915039062,66.2661361694336,110.43505859375,141.4622039794922,131.1520538330078,85.10792541503906,43.039939880371094,115.55805969238281,329.7471618652344,260.90338134765625,202.37213134765625,104.19279479980469,13.488225936889648,216.50999450683594,28.488752365112305,124.4323501586914,270.5008239746094,79.04312896728516,21.639999389648438,313.68475341796875,144.53175354003906,143.00332641601562,45.63999938964844,28.290000915527344,193.6004180908203,66.56437683105469,5.710000038146973,43.829689025878906,28.150972366333008
2020-10-01,106.14925384521484,104.07514953613281,151.8074951171875,21.357135772705078,77.2832260131836,50.54677963256836,13.329999923706055,31.272315979003906,13.30251693725586,11.377704620361328,244.8462677001953,119.77040100097656,40.32771682739258,53.91155242919922,89.30855560302734,176.1999969482422,80.51362609863281,240.7011260986328,66.51709747314453,108.91839599609375,145.12985229492188,120.7835693359375,86.67266845703125,42.237056732177734,114.96751403808594,281.4508361816406,262.1087341308594,194.8094940185547,103.6381607055664,12.498576164245605,207.8300018310547,27.541719436645508,122.74032592773438,262.26434326171875,79.01473236083984,21.989999771118164,307.0878601074219,139.65199279785156,129.34666442871094,50.959999084472656,25.25,175.9220428466797,65.06681060791016,5.809999942779541,43.46630096435547,26.748754501342773
