epoch,train_loss,val_sharpe,val_mean_a,val_vol_a,val_util_a,val_risk_m,val_max_w_med,val_n_eff_med,val_ic_med,val_mu_std_med,val_select_score,val_select_key
1,-0.015326007388509987,0.8358062445311897,0.21188660691259428,0.25351163418335954,0.04599570422433317,0.0027648483781376855,0.301378458738327,5.726430461000071,0.014869597259678728,0.1398414894938469,0.04599570422433317,util_a
2,-0.011541256026941397,0.8049386592555511,0.20642517738742755,0.2564483330661933,0.038691049313638363,0.0027955688012298195,0.30771781504154205,5.615040697633766,0.013012668485546337,0.14853934943675995,0.038691049313638363,util_a
3,-0.010670289341803817,0.8416448477548031,0.21595893690828236,0.25659152727369416,0.05189805979607627,0.0027343479518701012,0.2972576171159744,5.599049171227621,0.013680890262892091,0.14110346883535385,0.05189805979607627,util_a
4,-0.012603067310660012,0.8036184346685482,0.20689462460577487,0.25745380603458257,0.04021770245744847,0.0027779487024721067,0.2741501033306122,6.344434328841309,0.008825815673552107,0.15386783331632614,0.04021770245744847,util_a
5,-0.014819718060261082,0.8469498213131467,0.2050879552029073,0.24214888537798301,0.05209649014286697,0.0025498577510006727,0.2864425927400589,6.290467008273967,0.010635919798616401,0.1515645533800125,0.05209649014286697,util_a
6,-0.015003568229509429,0.8453308454012832,0.20766847559716553,0.24566532349560583,0.0504784689634107,0.0026198334438959137,0.28155404329299927,6.267677150731519,0.01867111576685218,0.14599239826202393,0.0504784689634107,util_a
7,-0.014932802224176981,0.8741337796754167,0.21777056131977587,0.2491272690545883,0.06082234773784875,0.0026158035596987855,0.29472655057907104,6.192186343537216,0.01817044749107387,0.13640078157186508,0.06082234773784875,util_a
8,-0.01799588377374069,0.8998731642554098,0.22704032052424733,0.2523025794543051,0.07185129463905468,0.0025864837647532114,0.29856957495212555,5.8397624494080755,0.02148839713478571,0.14130795001983643,0.07185129463905468,util_a
9,-0.01669754703956035,0.8682559939574142,0.21272356547415255,0.24500097546544305,0.06024599437369034,0.0025412928516743705,0.28816811740398407,6.572499620978519,0.023646172308382552,0.146702378988266,0.06024599437369034,util_a
10,-0.017936416064566446,0.9061329094508322,0.22343541228910907,0.2465812795869178,0.07086112381948624,0.0025429048078270474,0.27596399188041687,6.562229459577647,0.014771902429172685,0.1370321661233902,0.07086112381948624,util_a
11,-0.017827663465314322,0.9602732302919862,0.23270427271490915,0.2423313129776527,0.0856909156020265,0.002450222618548044,0.27575643360614777,6.283059539232676,0.02090762644355206,0.14823604375123978,0.0856909156020265,util_a
12,-0.016649223980493844,0.9358025665350203,0.2313414950855076,0.24721186215715982,0.07635760885896162,0.0025830647704424337,0.28511668741703033,6.520439794736314,0.014203721833793825,0.13840194046497345,0.07635760885896162,util_a
13,-0.014179741839013462,0.9350271778417959,0.22634855323703956,0.24207697765380046,0.07851490751490929,0.0024638940953688386,0.2795575112104416,5.899703940629968,0.022449932512971192,0.14096955955028534,0.07851490751490929,util_a
14,-0.01759942162538036,0.9594289598990473,0.22831189583521333,0.23796644189089022,0.0861752672411967,0.0023689438099002776,0.2723083794116974,6.778790900751437,0.018536123093750925,0.1419089511036873,0.0861752672411967,util_a
15,-0.01734362660984819,0.9226860743983466,0.22161064873216674,0.2401798996216011,0.07487306799157523,0.0024456263456765254,0.2690829634666443,7.186385695904347,0.017764312096630656,0.14287657290697098,0.07487306799157523,util_a
16,-0.015281210079722638,0.949473800371241,0.23356869179988277,0.24599803776324186,0.08340908768004739,0.002502660068663924,0.2848791480064392,6.584519516907013,0.022082346267844527,0.14009150117635727,0.08340908768004739,util_a
17,-0.015217360574752092,0.9828872620878412,0.23715585777536036,0.24128490308299744,0.08610482943477109,0.002517517139009821,0.27041782438755035,6.8765976009760585,0.01576543936816635,0.14263489097356796,0.08610482943477109,util_a
18,-0.020325968940077082,0.9391503053137756,0.21959063088288527,0.23381840972577825,0.08223961364128628,0.0022891836206933172,0.25217680633068085,7.192974521411777,0.020374439965342047,0.14275454729795456,0.08223961364128628,util_a
19,-0.01799660855682478,1.0135750872949743,0.23563204840756954,0.23247616418376066,0.09705062165157871,0.0023096904459331807,0.25634555518627167,7.146663012883898,0.009573293953072746,0.1424122229218483,0.09705062165157871,util_a
20,-0.019625094059544306,1.0121482373672384,0.23376719795633105,0.2309614237568454,0.09529740879370366,0.002307829819377124,0.24938786774873734,7.486247894851399,0.00978311911821745,0.1396242007613182,0.09529740879370366,util_a
21,-0.020819028479135818,1.030021904713649,0.23507365759141974,0.22822199849792643,0.09908776739175665,0.0022664315033277187,0.24492847174406052,6.833792260573738,0.013433840742960097,0.1545773297548294,0.09908776739175665,util_a
22,-0.011737900941322247,1.0245508758886226,0.23642871829797513,0.23076327770633068,0.09831923235906287,0.0023018247656485377,0.2525341659784317,6.532587477079021,0.013882759283462075,0.14785229414701462,0.09831923235906287,util_a
23,-0.020793179942605395,1.0398686539919326,0.24013363374397156,0.2309268894884821,0.10166983180679381,0.0023077300322862965,0.2701393663883209,6.532546696227042,0.011811923832976707,0.14357786625623703,0.10166983180679381,util_a
24,-0.01854581924687539,0.9619347892303508,0.21869688983715604,0.22735105568972577,0.08652341961569618,0.0022028911703576644,0.24467328190803528,7.092821313914762,0.014842991490277072,0.14704463630914688,0.08652341961569618,util_a
25,-0.020047461735971626,1.0056689808533585,0.2390523730777204,0.2377048289526314,0.0932662089529913,0.0024297694020788186,0.27347399294376373,6.467862214911934,0.025136362183941073,0.14625557512044907,0.0932662089529913,util_a
26,-0.015838803601495567,1.0290531913637961,0.23063853368512355,0.2241269310660521,0.09762408367532771,0.002216907500163264,0.24388332664966583,7.91210353190567,0.01667293659874657,0.15365421026945114,0.09762408367532771,util_a
27,-0.01973399254105364,1.064942583895714,0.2421507396036759,0.2273838451616692,0.10503623187541962,0.002285241795470938,0.24827244877815247,7.618336461266888,0.012337724614360675,0.15008024871349335,0.10503623187541962,util_a
28,-0.020242838865323437,1.073448666423775,0.24986889288411473,0.23277209306662672,0.10998309665010311,0.0023314299372335276,0.23592305928468704,7.521305209267265,0.015127355580538503,0.1540444791316986,0.10998309665010311,util_a
29,-0.013595225106525635,1.0744943254914703,0.24392105469014497,0.2270100910747032,0.11497146949404852,0.002149159753268274,0.22850989550352097,7.817018628190974,0.013848271868513326,0.151999831199646,0.11497146949404852,util_a
30,-0.017053838348060492,1.0884822009307786,0.24548756926087664,0.22553200139595098,0.11510700106446167,0.0021730094699402495,0.23073993623256683,7.074436440078301,0.010103484027289706,0.15274526178836823,0.11510700106446167,util_a
31,-0.01720993025671868,1.0803597953399013,0.2413646130124107,0.2234113246831742,0.11160994518722873,0.0021625777970863663,0.2300645411014557,7.781760177871165,0.011284250617184485,0.15152856707572937,0.11160994518722873,util_a
32,-0.022653412140373672,1.0631717577202415,0.24010386446025223,0.2258373237585276,0.10872204609040637,0.0021896969728307644,0.23038297146558762,8.19436614639134,0.013185797513992641,0.1548863723874092,0.10872204609040637,util_a
33,-0.022816354941044534,1.108939195682504,0.24787972085759977,0.2235286856317957,0.11403232121374457,0.0022307899940642527,0.2547208070755005,7.0765622538901365,0.005351379890737067,0.14578036218881607,0.11403232121374457,util_a
34,-0.018602882689308552,1.1114220562471877,0.24452075104927645,0.22000710681755803,0.11347024068818429,0.0021841751726848694,0.23043812066316605,8.108951797942368,0.006872753222511083,0.15981629490852356,0.11347024068818429,util_a
35,-0.01729992502701602,1.0981461561012449,0.24179893577238543,0.22018830046243346,0.1085650737164542,0.002220564367598854,0.2384437546133995,7.379000919587881,0.002427420602954698,0.14751999080181122,0.1085650737164542,util_a
36,-0.02026116887905768,1.1260650798545058,0.25440690927207465,0.22592558265266469,0.11913403378566727,0.002254547924773457,0.2516572177410126,7.432648282721576,0.014519111616924827,0.14521373808383942,0.11913403378566727,util_a
37,-0.01885984631804777,1.1302042356473252,0.25175654381746426,0.22275314131356122,0.11842491160496138,0.0022221938702083814,0.2400701642036438,7.684806764296936,0.011325648621664922,0.155574232339859,0.11842491160496138,util_a
38,-0.014707944289382015,1.1625161671199673,0.25905286001507194,0.22283807085082552,0.1247621021204395,0.0022381792982438735,0.23053719848394394,7.913316273011382,0.011530395841704347,0.15488699823617935,0.1247621021204395,util_a
39,-0.018724223643186547,1.184486751209797,0.2631769171217456,0.22218645911552884,0.1275465484592132,0.0022605061443755404,0.25004537403583527,7.25743780882692,0.02150918366825383,0.13758982717990875,0.1275465484592132,util_a
40,-0.02295650342213256,1.1632735981696336,0.2560819887323305,0.22013908777273242,0.12523745764628985,0.0021807421847673445,0.2423144057393074,7.530095650058811,0.011669071447636419,0.14721406996250153,0.12523745764628985,util_a
41,-0.017882896049524703,1.1648697361859635,0.25120650671888145,0.21565201576978146,0.12478979817242361,0.0021069451424409634,0.23150594532489777,7.8739980180754,0.009627031716954518,0.15293405950069427,0.12478979817242361,util_a
42,-0.022989665584949154,1.1634608674960611,0.2565646103350446,0.2205184699387835,0.12909764332580378,0.0021244494501540126,0.23784781247377396,8.21271790198328,0.013874803773037195,0.1541927307844162,0.12909764332580378,util_a
43,-0.018047700467009452,1.2248864398222923,0.26064811903634105,0.21279370116378402,0.13999264815938658,0.0020109245146159084,0.23252203315496445,7.978311499467938,0.008889147280546177,0.1484898328781128,0.13999264815938658,util_a
44,-0.018854008510797507,1.1880948220940761,0.260702965175733,0.21942942627680423,0.12494831206859089,0.0022625775517857013,0.22634726017713547,7.866168813123635,0.015271215389059472,0.16125141084194183,0.12494831206859089,util_a
45,-0.02445825617316933,1.1799014839187199,0.2601168053224683,0.22045637611826843,0.13167901206179522,0.0021406298876778846,0.25141700357198715,7.985342596339327,0.016080797367416876,0.1468990594148636,0.13167901206179522,util_a
46,-0.02045106269984639,1.1392792325177947,0.24553327343892306,0.21551632508490295,0.1186838649737183,0.0021141568077534126,0.23733840137720108,8.28322901211531,0.019637172114970097,0.15372800827026367,0.1186838649737183,util_a
47,-0.016845946141984314,1.1772613817965185,0.2469978618901223,0.2098071555800315,0.12217892854823731,0.002080315555698083,0.21676531434059143,8.928172889573847,0.012143895608843526,0.16636858135461807,0.12217892854823731,util_a
48,-0.016756857817416034,1.1124915958021124,0.2400548739824444,0.2157812920898976,0.11313093623903114,0.002115398962390221,0.26618747413158417,7.188767663201203,0.0198429456684409,0.14452309906482697,0.11313093623903114,util_a
49,-0.019025425859061734,1.1591621385632445,0.24851011307910084,0.21438770712953445,0.1188054520956939,0.002161744349723449,0.23948031663894653,7.936021688985277,0.030032718257183334,0.15411679446697235,0.1188054520956939,util_a
50,-0.01728970586832258,1.1693905075896465,0.24842916850466282,0.21244329151906394,0.12492512900789735,0.0020584006582794246,0.23559539020061493,7.966784259543696,0.02695506036894548,0.15145380795001984,0.12492512900789735,util_a
