,dp,ep,bm,ntis,tbl,tms,dfy,svar,infl
dp,0.9674780267478693,0.0157395108792444,-0.012039957291764344,-0.11421882811843685,0.22379443646452044,0.4205904812127036,0.5585898849606828,0.42709158201101327,0.866344184859853
ep,-0.04912505137030629,0.9246011622421271,0.26875987049788497,0.015806354292638304,-0.03124929252286625,0.43508978026157336,-7.9238544627821215,-1.4389683414048893,1.9193136368436459
bm,-0.003092163607755319,0.0016078826971756778,0.9735891702492392,0.05658461084624257,0.08743916930221193,0.04724305741469882,0.38500590504670773,0.2633184564495435,0.6742993257715536
ntis,0.001060000487274184,-0.0038547520503772587,0.004587109619855569,0.9715553490305305,0.005234471448188971,0.007582952291455212,-0.12889934909131784,-0.014413966469192099,-0.037034314403707864
tbl,-9.850857340384825e-05,0.0019023626855772544,-0.006712573423212982,0.012762180729459425,0.999344874256243,0.04033703761527307,0.1352251173353468,-0.061952310890513944,0.10582248855151366
tms,0.0014702526632665027,-0.001610515415460247,0.001896378225807487,0.01669517212232435,-0.015200727833929114,0.9212442163561897,0.05538029488456625,-0.013402995432840204,-0.006700844586135408
dfy,-0.0005645567666682235,0.0001694437689480624,0.0028358071430097925,-0.008579882042148747,0.0009517121471232761,-0.0005887666570707112,0.8510061246026759,0.08882773900371355,-0.013951341888972157
svar,0.00010607272773170142,6.502435654472778e-05,-0.0071682451808070796,-0.01241137139416833,0.015199725962758964,0.026124657371146054,0.30617482276235364,0.3098459634493647,0.025777858431011092
infl,0.00030515640771356707,3.406115758120613e-05,-0.0004731393742269858,0.01796463964404262,0.0011249820299899607,-0.03052670503238294,0.1092024456761132,-0.12115791687448003,0.473418728825125
