yyyymm,mahalanobis,mahalanobis_sq,gaussian_logpdf
199709,1.8530387811817883,3.433752724563688,35.50814369318193
199710,1.81145590547923,3.2813724974955774,35.58433380671598
199711,1.7393360501106452,3.0252898952145006,35.71237510785652
199712,1.0486925189691034,1.0997559993417634,36.67514205579289
199801,0.7909914897671327,0.6256675368840281,36.91218628702176
199802,1.862539793064108,3.4690544807472907,35.49049281509013
199803,2.686776152986048,7.218766096254508,33.61563700733652
199804,0.9844860057166253,0.9692126954518752,36.74041370773784
199805,1.4176127903644142,2.0096260234047807,36.220207043761384
199806,1.9225905263303438,3.696354331935188,35.37684288949618
199807,1.158129595389509,1.3412641597170678,36.55438797560524
199808,4.490289329167537,20.162698259635853,27.143670925645846
199809,2.5810474834180592,6.661806111658697,33.89411699963443
199810,2.953673701688881,8.724188336048496,32.86292588743952
199811,2.489129697844301,6.1957666526904625,34.12713672911854
199812,2.2429806074028935,5.030962005185454,34.709539052871044
199901,1.7381482533032573,3.021159350461164,35.71444038023319
199902,2.26290189922232,5.120725005503983,34.66465755271178
199903,1.3843371825086395,1.9163894348759583,36.2668253380258
199904,2.3914710918269417,5.719133983043944,34.3654530639418
199905,2.1282459416655457,4.529430788215865,34.96030466135584
199906,2.524801917879897,6.374624724530006,34.03770769319877
199907,1.273544862131361,1.6219165158611875,36.41406179753318
199908,0.8274762551002149,0.684716952754676,36.88266157908644
199909,1.4257464619552922,2.0327529737780337,36.20864356857476
199910,2.235920486831276,4.999340423431811,34.725349843747864
199911,1.2590162965644007,1.5851220350147393,36.432459037956406
199912,2.306276740801357,5.31891240516133,34.56556385288311
200001,2.6607888290746393,7.079797192928391,33.685121458999575
200002,1.7810033404539238,3.1719728987080353,35.639033606109756
200003,4.290244283793399,18.406196014621933,28.021922048152806
200004,2.4795954444459904,6.148393568117308,34.150823271405116
200005,1.5797856936475378,2.495722837853432,35.977158636537055
200006,2.0438873603883287,4.177475541955171,35.136282284486185
200007,1.6839826354614853,2.83579751653581,35.80712129719587
200008,2.2191056610484536,4.924429934897294,34.76280508801513
200009,1.8364767918440652,3.3726470069818704,35.53869655197284
200010,1.3799151311110394,1.9041657690691967,36.272937170929175
200011,2.6575168347730522,7.062395727102183,33.69382219191268
200012,1.6720230868850927,2.7956612030767545,35.8271894539254
200101,3.022096185607956,9.133065355066158,32.6584873779307
200102,3.1062381802379058,9.648715632367697,32.400662239279924
200103,3.5438085585678682,12.558579099778871,30.94573050557434
200104,3.933909410248573,15.475643248042278,29.487198431442636
200105,2.2089794393395668,4.879590163424947,34.7852249737513
200106,2.237301277870875,5.005517007962651,34.72226155148245
200107,2.668806420878779,7.122527712123797,33.663756199401874
200108,2.7967367116610276,7.821736234352539,33.3141519382875
200109,3.6823245316746394,13.559513956572852,30.445263077177348
200110,2.856234095194078,8.158073206549135,33.145983452189206
200111,3.4724313394390496,12.05777940711847,31.196130351904536
200112,5.377551082283773,28.918055642571378,22.765992234178086
200201,2.32203141405624,5.391829887864021,34.52910511153176
200202,2.342285834751775,5.48630293167882,34.48186858962436
200203,8.174770755209083,66.82687690022168,3.8115816053529343
200204,2.5224367039006506,6.362686925185178,34.043676592871186
200205,2.5907982440025776,6.712235541126839,33.86890228490035
200206,2.6124687324864118,6.824992878219158,33.81252361635419
200207,2.894516149641175,8.378223740533572,33.03590818519699
200208,2.9998043333560562,8.998826038421772,32.72560703625289
200209,3.4499029293756998,11.901830222115034,31.274104944406254
200210,3.712701220054614,13.78415034939502,30.332944880766263
200211,2.2086278134163977,4.878036818196498,34.78600164636553
200212,2.9456328007353743,8.676752596768125,32.88664375707971
200301,1.8233966972008584,3.3247755153629988,35.56263229778227
200302,2.2447332933412043,5.03882755823445,34.70560627634655
200303,2.4667479094531455,6.0848452487914635,34.18259743106804
200304,3.0337861366496335,9.203858322927507,32.62309089400002
200305,4.070233122356918,16.56679767033135,28.941621220298096
200306,2.2435384996054193,5.033464999211735,34.70828755585791
200307,3.359535188251265,11.286476681098463,31.58178171491454
200308,1.5490580228623911,2.3995807581943405,36.0252296763666
200309,2.0780808995324365,4.31842022500154,35.065809942963
200310,2.396133696460614,5.741456691314005,34.35429170980677
200311,2.0863371034869935,4.352802509386497,35.04861880077053
200312,1.6693770497098828,2.7868197340980725,35.831610188414736
200401,1.8510190383082046,3.4262714801794307,35.511884315374054
200402,1.664582696623867,2.7708355538995852,35.83960227851398
200403,4.345632474894481,18.884521606857536,27.782759252035007
200404,2.3628565350753554,5.583091005348314,34.43347455278962
200405,1.6807493893791414,2.8249185098983567,35.812560800514596
200406,0.9225042636257158,0.8510141164076241,36.79951299725996
200407,1.8860263457384605,3.557095376819571,35.446472367053985
200408,0.9186809810651423,0.8439747449708124,36.80303268297837
200409,1.3298200385767232,1.7684213350001976,36.340809387963674
