category,run_name,scenario,topk,loss,lambda,kappa,omega,mu_transform,best_val_metric,test_sharpe
universe_sweep,topk=93__loss=sharpe__gamma=20.0__kappa=1.0__omega=identity__mu=zscore,standard,93,sharpe,20.0,1.0,identity,zscore,1.1900584701716719,1.115281730483069
universe_sweep,topk=93__loss=utility__gamma=10.0__kappa=1.0__omega=diagSigma__mu=zscore,standard,93,utility,10.0,1.0,diagSigma,zscore,0.09568515734863468,1.0075765081318329
universe_sweep,topk=94__loss=return__gamma=5.0__kappa=1.0__omega=diagSigma__mu=zscore,standard,94,return,5.0,1.0,diagSigma,zscore,0.314929721923545,1.030280031129424
universe_sweep,topk=94__loss=sharpe__gamma=20.0__kappa=1.0__omega=identity__mu=zscore,standard,94,sharpe,20.0,1.0,identity,zscore,1.2425053200051133,1.1507391873918418
universe_sweep,topk=94__loss=utility__gamma=10.0__kappa=1.0__omega=diagSigma__mu=zscore,standard,94,utility,10.0,1.0,diagSigma,zscore,0.08307034224853851,0.7580062061509737
summer_child_oneconfig,scenario=summer_child_no_dotcom_pre2007__topk=200__loss=utility__gamma=10.0__kappa=1.0__omega=diagSigma__mu=zscore,summer_child_no_dotcom_pre2007,200,utility,10.0,1.0,diagSigma,zscore,0.2722016353509389,0.8002970348634041
summer_child_oneconfig,scenario=summer_child_no_dotcom_pre2007__topk=30__loss=utility__gamma=10.0__kappa=1.0__omega=diagSigma__mu=zscore,summer_child_no_dotcom_pre2007,30,utility,10.0,1.0,diagSigma,zscore,0.259960868046619,0.9223060992338761
summer_child_sweep,scenario=summer_child_no_dotcom_pre2007__topk=21__loss=return__gamma=5.0__kappa=1.0__omega=diagSigma__mu=zscore,summer_child_no_dotcom_pre2007,21,return,5.0,1.0,diagSigma,zscore,0.3626696737483144,0.7285404341218953
summer_child_sweep,scenario=summer_child_no_dotcom_pre2007__topk=21__loss=sharpe__gamma=20.0__kappa=1.0__omega=identity__mu=zscore,summer_child_no_dotcom_pre2007,21,sharpe,20.0,1.0,identity,zscore,1.9312848023276046,1.0510289884626451
summer_child_sweep,scenario=summer_child_no_dotcom_pre2007__topk=21__loss=utility__gamma=10.0__kappa=1.0__omega=diagSigma__mu=zscore,summer_child_no_dotcom_pre2007,21,utility,10.0,1.0,diagSigma,zscore,0.3298871984006837,0.8932706254516232
summer_child_sweep,scenario=summer_child_no_dotcom_pre2007__topk=24__loss=return__gamma=5.0__kappa=1.0__omega=diagSigma__mu=zscore,summer_child_no_dotcom_pre2007,24,return,5.0,1.0,diagSigma,zscore,0.2969276728108525,0.6257822047472138
summer_child_sweep,scenario=summer_child_no_dotcom_pre2007__topk=24__loss=sharpe__gamma=20.0__kappa=1.0__omega=identity__mu=zscore,summer_child_no_dotcom_pre2007,24,sharpe,20.0,1.0,identity,zscore,1.5339731346057903,1.2011138893345368
summer_child_sweep,scenario=summer_child_no_dotcom_pre2007__topk=24__loss=utility__gamma=10.0__kappa=1.0__omega=diagSigma__mu=zscore,summer_child_no_dotcom_pre2007,24,utility,10.0,1.0,diagSigma,zscore,0.21870404353830963,1.478741786158005
summer_child_sweep,scenario=summer_child_no_dotcom_pre2007__topk=34__loss=return__gamma=5.0__kappa=1.0__omega=diagSigma__mu=zscore,summer_child_no_dotcom_pre2007,34,return,5.0,1.0,diagSigma,zscore,0.5186123785097152,1.673808799901342
summer_child_sweep,scenario=summer_child_no_dotcom_pre2007__topk=34__loss=sharpe__gamma=20.0__kappa=1.0__omega=identity__mu=zscore,summer_child_no_dotcom_pre2007,34,sharpe,20.0,1.0,identity,zscore,2.248352448144587,1.0903108068177392
summer_child_sweep,scenario=summer_child_no_dotcom_pre2007__topk=34__loss=utility__gamma=10.0__kappa=1.0__omega=diagSigma__mu=zscore,summer_child_no_dotcom_pre2007,34,utility,10.0,1.0,diagSigma,zscore,0.38882077450398356,1.030679817102366
summer_child_sweep,scenario=summer_child_no_dotcom_pre2007__topk=37__loss=return__gamma=5.0__kappa=1.0__omega=diagSigma__mu=zscore,summer_child_no_dotcom_pre2007,37,return,5.0,1.0,diagSigma,zscore,0.3479546383023262,0.8611322944937055
summer_child_sweep,scenario=summer_child_no_dotcom_pre2007__topk=37__loss=sharpe__gamma=20.0__kappa=1.0__omega=identity__mu=zscore,summer_child_no_dotcom_pre2007,37,sharpe,20.0,1.0,identity,zscore,2.37874096979661,1.0992690726185486
