yyyymm,contraction,expansion,financial_stress
198705,0.7680108688421532,0.13544860843093245,0.09654052272691438
198706,0.8565812305658898,0.09655367253008824,0.04686509690402205
198707,0.8551497489519575,0.09736159028127567,0.04748866076676673
198708,0.8649577643970032,0.056856580291459874,0.07818565531153697
198709,0.7394113138313747,0.06295859387640407,0.19763009229222112
198710,3.310546748919848e-09,2.8085038089314116e-13,0.9999999966891724
198711,0.04705571744101667,0.17611444416126362,0.7768298383977197
198712,0.037881341308930366,0.19794771391700272,0.7641709447740669
198801,0.02044484015098734,0.05994509595911538,0.9196100638898973
198802,0.05733288764458562,0.4689464412487192,0.473720671106695
198803,0.07647569195071541,0.5146899708276539,0.4088343372216307
198804,0.025986447917202535,0.16764674106552377,0.8063668110172737
198805,0.01652518809582985,0.2735198121364947,0.7099549997676755
198806,0.007721221172514461,0.16408474629203576,0.8281940325354498
198807,0.005400182477210826,0.13601528096950505,0.8585845365532841
198808,0.004084435580990679,0.16225116343890192,0.8336644009801075
198809,0.003608916323791259,0.09684773286832211,0.8995433508078865
198810,0.0040253871440810935,0.27695153196812655,0.7190230808877923
198811,0.0014273648816072895,0.16023593394341284,0.8383367011749799
198812,0.0012034425531980556,0.08227510941254831,0.9165214480342537
198901,0.0011378864394810642,0.035160731196529335,0.9637013823639896
198902,0.0009297356105385934,0.038163785296896714,0.9609064790925647
198903,0.0016192639377052003,0.05920666922057459,0.9391740668417203
198904,0.0028874188304316515,0.07777182967727278,0.9193407514922955
198905,0.0030549527271190612,0.0718168513096959,0.925128195963185
198906,0.001839593706084636,0.12212994038486083,0.8760304659090546
198907,0.006138712383565757,0.15729876823127906,0.8365625193851552
198908,0.009695187428460076,0.15132887303114978,0.8389759395403901
198909,0.02376728301202611,0.20939920513401072,0.7668335118539631
198910,0.0066068473160511626,0.026832920671316093,0.9665602320126326
198911,0.02302961477759684,0.1870673124607086,0.7899030727616946
198912,0.02048669149289839,0.1958368282391651,0.7836764802679365
199001,0.017821441312898784,0.021505798247846798,0.9606727604392545
199002,0.03570299753097751,0.11578304363110241,0.8485139588379201
199003,0.20828637691113158,0.3177305910250798,0.4739830320637885
199004,0.18519276089052303,0.47845873152984575,0.3363485075796313
199005,0.20246446902795376,0.3044326767497743,0.493102854222272
199006,0.19920234097174505,0.18560161431271674,0.6151960447155381
199007,0.13955448774515553,0.24786547702465808,0.6125800352301863
199008,0.056879568423813726,0.022426173084065578,0.9206942584921206
199009,0.08745793389920774,0.10110025892247494,0.8114418071783173
199010,0.03502134423768433,0.03431259403725166,0.930666061725064
199011,0.04796142729511892,0.08847730178610858,0.8635612709187725
199012,0.08106771844310232,0.19534123271658133,0.7235910488403163
199101,0.10065840642219999,0.04205419586604078,0.8572873977117593
199102,0.3193022296067615,0.238260065174253,0.4424377052189854
